pedido_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,hash_cliente,ciudad_cliente,pais_cliente,codigo_pais_cliente,fecha_registro_cliente,segmento_cliente,metodo_pago_preferido_cliente,cliente_activo,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,codigo_pais_restaurante,costo_promedio_dos_personas,nivel_rating_restaurante,tiene_delivery,tiene_comer_en_local,tiene_wifi,acepta_tarjeta,restaurante_activo,metodo_pago_key,metodo_pago,estado_key,estado_pedido,estado_completado,estado_es_incidencia,monto_total,tarifa_entrega,distancia_km,tiempo_entrega_minutos,multiplicador_hora_pico,calificacion_operativa,hubo_demora
30202,30202,20250815,2025-08-15,15,Friday,0,33,8,August,3,2025,2025-08,847,848,Cliente_000848,7CD93476ECFC72C7003683960F9210050AF034ADFC2B9153B6B7A50E21467EB6,Sao Paulo,Brazil,BR,2024-11-27,VIP,CreditCard,1,201,202,Sao Paulo Cantina House,Mexican,Sao Paulo,Brazil,BR,60,Bajo,0,1,1,1,0,2,DebitCard,1,Delivered,1,0,81.0,6.8,9.6,43.0,1.0,4.47,0
30203,30203,20260530,2026-05-30,30,Saturday,1,22,5,May,2,2026,2026-05,3055,3056,Cliente_003056,B8936AD8B72C7C5D9C426FAFAF70734362AD839F5104508540D64F28DC41EB63,Sao Paulo,Brazil,BR,2026-02-05,VIP,CreditCard,1,202,203,Sao Paulo Gangnam Cafe,Korean,Sao Paulo,Brazil,BR,120,Bajo,1,1,1,1,1,4,Cash,1,Delivered,1,0,157.2,13.06,17.7,66.0,1.25,3.16,1
30204,30204,20241231,2024-12-31,31,Tuesday,0,53,12,December,4,2024,2024-12,4923,4924,Cliente_004924,F6A9B30C1C2573D6968DFA3063E9A857075FD945C3E232E5B453305A398350B2,Los Angeles,United States,US,2026-02-19,VIP,CreditCard,1,203,204,Los Angeles Uptown Kitchen,American,Los Angeles,United States,US,56,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,48.72,3.6,3.2,29.0,1.0,4.72,0
30205,30205,20260510,2026-05-10,10,Sunday,1,20,5,May,2,2026,2026-05,1662,1663,Cliente_001663,D870118550C296D587A20BC081A9A364C55541CD3BA5F087F8A948E7BC6581B0,Rio de Janeiro,Brazil,BR,2025-06-06,Recurrente,Cash,1,204,205,Rio de Janeiro Cheri Table,French,Rio de Janeiro,Brazil,BR,95,Alto,1,0,0,1,1,2,DebitCard,1,Delivered,1,0,78.85,4.75,4.4,38.0,1.25,3.87,0
30206,30206,20260513,2026-05-13,13,Wednesday,0,20,5,May,2,2026,2026-05,3954,3955,Cliente_003955,C7EC08CF269E7119586C2CDA9EE9ED26602EA7A7090E08641C54ED2BD23561A4,London,United Kingdom,GB,2024-04-29,Recurrente,Wallet,1,205,206,London Sushi Kitchen & Bar,Japanese,London,United Kingdom,GB,41,Alto,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,41.41,7.31,8.5,51.0,1.25,3.2,1
30207,30207,20251212,2025-12-12,12,Friday,0,50,12,December,4,2025,2025-12,1594,1595,Cliente_001595,D5CA0D7B28C803024574EA95FE3ABA96D6ED601AB1DCA75AAE9DEF4EA593174B,Mumbai,India,IN,2025-08-08,VIP,Cash,1,206,207,Mumbai Golden Elephant Grill,Thai,Mumbai,India,IN,136,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,84.32,7.38,8.6,53.0,1.25,3.26,1
30208,30208,20260315,2026-03-15,15,Sunday,1,12,3,March,1,2026,2026-03,406,407,Cliente_000407,2C7E0947CD8CC4F4783867D5B0CC9515B82E5C06E60AE00573D8D27A3576026E,Tokyo,Japan,JP,2026-07-01,Recurrente,Wallet,1,207,208,Tokyo Trattoria Garden,Italian,Tokyo,Japan,JP,36,Alto,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,38.16,6.95,9.9,36.0,1.0,3.98,0
30209,30209,20250320,2025-03-20,20,Thursday,0,12,3,March,1,2025,2025-03,1454,1455,Cliente_001455,613859AE2774A65E5172682ADC93BB622D3D537CD9DD0922FCB47B1A5C5864B8,Mumbai,India,IN,2026-06-17,EnRiesgo,CreditCard,1,208,209,Mumbai Aegean Bistro,Mediterranean,Mumbai,India,IN,54,Medio,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,54.0,3.44,2.3,43.0,1.25,4.05,0
30210,30210,20260711,2026-07-11,11,Saturday,1,28,7,July,3,2026,2026-07,3763,3764,Cliente_003764,3D095E6E07EFD24DD38D53AFF73E640911D57B729E718417BD3F93848C8E16FD,Sao Paulo,Brazil,BR,2025-12-15,VIP,DebitCard,1,209,210,Brasilia Bazaar Diner,Middle Eastern,Brasilia,Brazil,BR,88,Medio,1,1,0,1,1,3,Wallet,2,Cancelled,0,1,82.72,6.58,6.1,43.0,1.5,4.15,0
30211,30211,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,5297,5298,Cliente_005298,E0AFC0E5EE437E07EA3BD5847AE3C4C898D79FE89839B53A727690B9EFE18CF2,Delhi,India,IN,2026-05-24,Recurrente,CreditCard,1,210,211,Delhi Panda Eatery,Chinese,Delhi,India,IN,128,Medio,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,101.12,12.4,20.8,67.0,1.0,2.99,1
30212,30212,20260519,2026-05-19,19,Tuesday,0,21,5,May,2,2026,2026-05,4489,4490,Cliente_004490,AD4785208FDF572B6F7744CAB361168A8325AFF522222CF8933D6A62E4F1AA83,Rio de Janeiro,Brazil,BR,2026-06-08,VIP,DebitCard,1,211,212,Rio de Janeiro Rice Paper Corner,Vietnamese,Rio de Janeiro,Brazil,BR,146,Alto,0,0,0,1,1,4,Cash,1,Delivered,1,0,93.44,6.35,8.7,42.0,1.0,4.43,0
30213,30213,20260729,2026-07-29,29,Wednesday,0,31,7,July,3,2026,2026-07,1097,1098,Cliente_001098,1EF9EDE3D437DAFBB38FD181A2542A8F5A26B3C37AC798F8F8FFAE67FA81FC44,Sao Paulo,Brazil,BR,2026-08-21,VIP,Cash,0,212,213,Sao Paulo Cerrado Place,Brazilian,Sao Paulo,Brazil,BR,58,Alto,0,1,1,1,0,4,Cash,1,Delivered,1,0,37.7,3.19,1.9,39.0,1.25,4.12,0
30214,30214,20250603,2025-06-03,3,Tuesday,0,23,6,June,2,2025,2025-06,2780,2781,Cliente_002781,FD1407F7D947AE05B96DA2B0E8DC3D650ED303860501AB2663F97689DC0B0C65,Hyderabad,India,IN,2026-06-14,VIP,Wallet,1,213,214,Hyderabad Barcelona House,Spanish,Hyderabad,India,IN,114,Bajo,1,1,1,1,1,3,Wallet,1,Delivered,1,0,85.5,6.0,6.4,38.0,1.25,3.98,0
30215,30215,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,3735,3736,Cliente_003736,41139A9DCE8D13CC234EA288FECA67D7B2A1F0CB8C394F9A3932B12E65EC8196,London,United Kingdom,GB,2026-08-24,VIP,DebitCard,1,214,215,London Namaste Cafe,Indian,London,United Kingdom,GB,41,Bajo,0,1,1,0,0,1,CreditCard,1,Delivered,1,0,32.39,12.3,20.6,61.0,1.0,3.46,1
30216,30216,20251227,2025-12-27,27,Saturday,1,52,12,December,4,2025,2025-12,2610,2611,Cliente_002611,20290C261C706EBA3FD3ED4E678F47D19F59DAD3B8B2610C2201E1D0B6E831A8,Mumbai,India,IN,2026-06-19,Recurrente,Cash,0,215,216,Brasilia Acropolis Kitchen,Greek,Brasilia,Brazil,BR,93,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,113.46,2.83,1.1,44.0,1.5,4.13,0
30217,30217,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,0,1,Cliente_000001,B93BD2298228C03702E0DA6D020B287AEFAC543EE2E228508AD5225CF37CFFD6,London,United Kingdom,GB,2024-10-17,Recurrente,Cash,0,216,217,London Azteca Table,Mexican,London,United Kingdom,GB,113,Alto,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,65.54,12.5,14.0,71.0,1.5,2.98,1
30218,30218,20250212,2025-02-12,12,Wednesday,0,7,2,February,1,2025,2025-02,3604,3605,Cliente_003605,FB6A9E7F12B2E524E9C7ABF01334846CFFADC9CB8A89AE4C739C447BF8B498D8,New York,United States,US,2025-07-02,VIP,Cash,1,217,218,New York Hanok Kitchen & Bar,Korean,New York,United States,US,139,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,68.11,10.85,17.7,50.0,1.0,3.07,1
30219,30219,20250316,2025-03-16,16,Sunday,1,12,3,March,1,2025,2025-03,4679,4680,Cliente_004680,13391E203042A8A888FCE2F26031FCFFAB070DF1B62D085E655F4AC2593C7FE0,New York,United States,US,2026-01-11,VIP,Cash,1,218,219,New York Diner Grill,American,New York,United States,US,126,Alto,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,144.9,5.9,5.2,52.0,1.5,3.26,1
30220,30220,20251007,2025-10-07,7,Tuesday,0,41,10,October,4,2025,2025-10,2856,2857,Cliente_002857,8B997C0BC6B7E75A7B9FD132956A050FA2371D30DCBFD0EC4351B724654FC959,Chicago,United States,US,2026-06-29,VIP,CreditCard,1,219,220,Chicago Provence Garden,French,Chicago,United States,US,108,Alto,1,1,0,1,1,3,Wallet,2,Cancelled,0,1,50.76,9.15,14.3,56.0,1.0,2.87,1
30221,30221,20250315,2025-03-15,15,Saturday,1,11,3,March,1,2025,2025-03,31,32,Cliente_000032,4D32392FCABAEE8CBDD1812554A27FA0089069AF96AA2746E94CF6AC86AD1762,Mumbai,India,IN,2026-05-29,VIP,Cash,1,220,221,Mumbai Fuji Bistro,Japanese,Mumbai,India,IN,47,Medio,1,0,0,1,1,3,Wallet,1,Delivered,1,0,20.68,3.8,3.6,30.0,1.0,4.56,0
30222,30222,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,2696,2697,Cliente_002697,DF3F27F1ECA91E954DCF932CB25B4F8A53CC86A0722F50B1BF002658F0978254,Delhi,India,IN,2026-07-15,VIP,Cash,1,221,222,London Jasmine Diner,Thai,London,United Kingdom,GB,68,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,73.44,10.06,12.9,47.0,1.25,3.44,1
30223,30223,20260103,2026-01-03,3,Saturday,1,1,1,January,1,2026,2026-01,1119,1120,Cliente_001120,E076E27A30A9E3CAF45F77B22E7E684969879367EF3C27524BC567C2346A87A4,Bangalore,India,IN,2024-06-05,VIP,Cash,1,222,223,Bangalore Vino Eatery,Italian,Bangalore,India,IN,57,Medio,1,0,1,1,1,4,Cash,1,Delivered,1,0,50.16,8.15,12.3,49.0,1.0,2.51,1
30224,30224,20260818,2026-08-18,18,Tuesday,0,34,8,August,3,2026,2026-08,5984,5985,Cliente_005985,2C98C787CFCAC396B7C0E13A61558D9EC01BFCB12A3A71DA20ED497FC7463F8E,Bangalore,India,IN,2026-05-18,Recurrente,DebitCard,1,223,224,Bangalore Olive Corner,Mediterranean,Bangalore,India,IN,128,Alto,0,0,1,1,0,3,Wallet,1,Delivered,1,0,112.64,2.5,1.0,34.0,1.0,4.24,0
30225,30225,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,4406,4407,Cliente_004407,473E4EA465AE02D09097A702F0293DDE7B84858BF79D115D22D18D99B26914D2,Salvador,Brazil,BR,2026-08-20,Recurrente,CreditCard,1,224,225,Salvador Cedar Grove Place,Middle Eastern,Salvador,Brazil,BR,128,Medio,1,1,0,1,1,4,Cash,3,Refunded,0,1,202.24,5.25,5.2,51.0,1.25,3.4,1
30226,30226,20251117,2025-11-17,17,Monday,0,47,11,November,4,2025,2025-11,2772,2773,Cliente_002773,4C527598B87BFADBFFBDC7D352DE920A5F6436CB7EBD53049F26C14782703EAD,Sao Paulo,Brazil,BR,2026-03-23,Recurrente,Wallet,1,225,226,Sao Paulo Jade House,Chinese,Sao Paulo,Brazil,BR,129,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,67.08,11.9,13.2,63.0,1.5,2.89,1
30227,30227,20241011,2024-10-11,11,Friday,0,41,10,October,4,2024,2024-10,3781,3782,Cliente_003782,BB389B1ED6D8E59641E38879730B5BCA46AB0990C5E77128B20723667F4F9AAB,Salvador,Brazil,BR,2025-11-02,VIP,DebitCard,1,226,227,Salvador Bamboo Bowl Cafe,Vietnamese,Salvador,Brazil,BR,70,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,86.1,7.03,6.7,56.0,1.5,3.28,1
30228,30228,20250827,2025-08-27,27,Wednesday,0,35,8,August,3,2025,2025-08,1128,1129,Cliente_001129,1979B5444339688C1FC88BD6E1F627856DF63375978CEE98C4F7955A0D2AF1B1,Delhi,India,IN,2024-05-22,VIP,Wallet,1,227,228,Delhi Ipanema Kitchen,Brazilian,Delhi,India,IN,71,Alto,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,58.93,4.1,2.8,47.0,1.5,2.57,1
30229,30229,20260424,2026-04-24,24,Friday,0,17,4,April,2,2026,2026-04,1013,1014,Cliente_001014,15BE6A282EC5A78E34F3490B2F5E389ED818D2B9471CD005E365A73975CBF848,Rio de Janeiro,Brazil,BR,2024-08-09,EnRiesgo,CreditCard,1,228,229,Rio de Janeiro Costa Table,Spanish,Rio de Janeiro,Brazil,BR,60,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,70.2,9.0,11.2,55.0,1.25,3.05,1
30230,30230,20260129,2026-01-29,29,Thursday,0,5,1,January,1,2026,2026-01,4153,4154,Cliente_004154,2FC47089D67A87F2B16ECBCE9DC96B8986DD47708B8DB4B2684EE95AE1649163,New York,United States,US,2026-01-19,Recurrente,Wallet,1,229,230,New York Bombay Kitchen & Bar,Indian,New York,United States,US,132,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,58.08,6.19,6.7,50.0,1.25,2.87,1
30231,30231,20260629,2026-06-29,29,Monday,0,27,6,June,2,2026,2026-06,5519,5520,Cliente_005520,5C9DD2C8DA46CDB10142AFE3FF1A871A6A79CB8A75D444DCFE99CC67F7EED2C3,Brasilia,Brazil,BR,2026-08-12,VIP,CreditCard,1,230,231,Sao Paulo Delphi Grill,Greek,Sao Paulo,Brazil,BR,84,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,64.68,3.65,3.3,37.0,1.0,4.4,0
30232,30232,20250717,2025-07-17,17,Thursday,0,29,7,July,3,2025,2025-07,3043,3044,Cliente_003044,524204EDCD5EED3464DD415BD90D814F77831E8F2BBE593BF40DD875BE748F5E,Sao Paulo,Brazil,BR,2026-08-15,VIP,Wallet,1,231,232,Liverpool Fiesta Garden,Mexican,Liverpool,United Kingdom,GB,110,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,107.8,6.88,7.8,39.0,1.25,3.8,0
30233,30233,20241130,2024-11-30,30,Saturday,1,48,11,November,4,2024,2024-11,2147,2148,Cliente_002148,7D938B328ABFD92AA1CD168157FCF157F4B86583E7841E7117063D90480D2410,Liverpool,United Kingdom,GB,2026-06-01,EnRiesgo,Cash,0,232,233,Nagoya Kimchi Bistro,Korean,Nagoya,Japan,JP,142,Bajo,0,0,1,1,1,2,DebitCard,1,Delivered,1,0,168.98,12.88,17.4,62.0,1.25,2.79,1
30234,30234,20241210,2024-12-10,10,Tuesday,0,50,12,December,4,2024,2024-12,3289,3290,Cliente_003290,DC43E6A9D65B1B41FA5D66403B2B57EF1A01969AA1DF3EA07E1EE4DC3CAC8523,Sao Paulo,Brazil,BR,2024-04-17,VIP,Cash,1,233,234,Bangalore Smokehouse Diner,American,Bangalore,India,IN,91,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,98.28,11.5,15.2,61.0,1.25,3.44,1
30235,30235,20260702,2026-07-02,2,Thursday,0,27,7,July,3,2026,2026-07,5885,5886,Cliente_005886,1DCC8A5CB52C8B8686804692B948B83A9E3E9EBBD1AB3FC804A3C4C67908CA7C,Houston,United States,US,2024-12-31,VIP,DebitCard,1,234,235,Houston Lumiere Eatery,French,Houston,United States,US,87,Medio,1,1,0,1,1,4,Cash,1,Delivered,1,0,101.79,5.38,4.5,50.0,1.5,3.43,1
30236,30236,20260725,2026-07-25,25,Saturday,1,30,7,July,3,2026,2026-07,1006,1007,Cliente_001007,54377A76D00DF40635836DA012DA6462208FAD3EF319617A901CA7887653D6C5,Osaka,Japan,JP,2024-10-20,Recurrente,Cash,1,235,236,Osaka Umami Corner,Japanese,Osaka,Japan,JP,67,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,40.87,14.75,17.0,70.0,1.5,3.09,1
30237,30237,20260119,2026-01-19,19,Monday,0,4,1,January,1,2026,2026-01,2968,2969,Cliente_002969,D134697E1F8AD317FFFBAEFC9CEED0F44F72C79943197B4D82F3982E66FDBAD0,Mumbai,India,IN,2026-06-22,Recurrente,DebitCard,1,236,237,Mumbai Chili Place,Thai,Mumbai,India,IN,102,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,87.72,6.6,9.2,39.0,1.0,4.28,0
30238,30238,20250513,2025-05-13,13,Tuesday,0,20,5,May,2,2025,2025-05,941,942,Cliente_000942,8CF2810A0F29BBA7139848A3706005D6AB354757C969DA5EBDD31E84EA9BE8F5,Chennai,India,IN,2026-07-25,VIP,DebitCard,1,237,238,Chennai Basilico House,Italian,Chennai,India,IN,60,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,78.6,14.98,17.3,60.0,1.5,2.75,1
30239,30239,20241015,2024-10-15,15,Tuesday,0,42,10,October,4,2024,2024-10,5121,5122,Cliente_005122,218F4F3CA851CF806FCD3DF7E9CDEBB2517465448F051E69CECF07082A6125BA,Tokyo,Japan,JP,2023-09-19,Recurrente,DebitCard,1,238,239,Chennai Blue Wave Cafe,Mediterranean,Chennai,India,IN,77,Alto,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,70.07,4.03,2.7,40.0,1.5,4.21,0
30240,30240,20241127,2024-11-27,27,Wednesday,0,48,11,November,4,2024,2024-11,3023,3024,Cliente_003024,7B168195B489DE88772EA39FB9000BFCAC1586225652E92A8508980D6C8F831E,New York,United States,US,2026-07-10,VIP,Cash,0,239,240,New York Oasis Kitchen,Middle Eastern,New York,United States,US,110,Medio,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,115.5,5.08,4.1,45.0,1.5,4.04,0
30241,30241,20260724,2026-07-24,24,Friday,0,30,7,July,3,2026,2026-07,4226,4227,Cliente_004227,D5627504E91C39B0320498A57688A1C8B9405CFAD5DABCED6224E66D73CA77D5,Rio de Janeiro,Brazil,BR,2025-06-21,VIP,CreditCard,1,240,241,Sao Paulo Lotus Table,Chinese,Sao Paulo,Brazil,BR,72,Alto,1,0,1,1,1,3,Wallet,1,Delivered,1,0,105.84,14.31,19.7,77.0,1.25,2.72,1
30242,30242,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,621,622,Cliente_000622,43B4A6C766C40D437E4547255717B1B4E27E5E17B01EB2B91BBC59D5A1FFDE48,Tokyo,Japan,JP,2026-08-09,VIP,DebitCard,1,241,242,Tokyo Lotus Leaf Kitchen & Bar,Vietnamese,Tokyo,Japan,JP,86,Medio,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,75.68,4.94,4.7,35.0,1.25,3.88,0
30243,30243,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,5123,5124,Cliente_005124,4C7FD5B853AE9AB4D349C4839609C96E741DEF1C061EEA07986D65442862E752,Delhi,India,IN,2025-10-08,Recurrente,CreditCard,1,242,243,Delhi Samba Grill,Brazilian,Delhi,India,IN,43,Alto,1,1,1,0,1,4,Cash,1,Delivered,1,0,19.35,9.94,12.7,51.82,1.25,3.43,1
30244,30244,20241209,2024-12-09,9,Monday,0,50,12,December,4,2024,2024-12,2424,2425,Cliente_002425,4FDC025772D3CAEC34998D09BADF0D745DE3370913712C32824FDF5CBF334CB7,Bangalore,India,IN,2026-02-13,VIP,Cash,1,243,244,Los Angeles Toro Garden,Spanish,Los Angeles,United States,US,89,Alto,1,1,0,1,1,2,DebitCard,2,Cancelled,0,1,97.01,8.95,13.9,44.0,1.0,4.11,0
30245,30245,20260508,2026-05-08,8,Friday,0,19,5,May,2,2026,2026-05,5002,5003,Cliente_005003,6B6EBCAE699560521BE2B146D1D2B6F05F4CBB138D3A027FD6C4D3917F18DF10,Tokyo,Japan,JP,2026-08-13,VIP,Cash,1,244,245,New York Masala Bistro,Indian,New York,United States,US,131,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,123.14,4.4,3.2,33.0,1.5,4.27,0
30246,30246,20250827,2025-08-27,27,Wednesday,0,35,8,August,3,2025,2025-08,2932,2933,Cliente_002933,8EE3EF6F5925FAF50531869DACF057F843A975B6342CCAB050F26D6055122736,New York,United States,US,2026-07-30,VIP,CreditCard,1,245,246,New York Opa Diner,Greek,New York,United States,US,64,Alto,1,1,0,1,1,2,DebitCard,3,Refunded,0,1,39.04,10.85,11.8,56.0,1.5,3.07,1
30247,30247,20260314,2026-03-14,14,Saturday,1,11,3,March,1,2026,2026-03,872,873,Cliente_000873,D2A1BA036D7E27A54E83E049876394A9314D77FD5CBE25127334AC9C932A485C,New York,United States,US,2026-08-22,VIP,CreditCard,1,246,247,Sao Paulo Salsa Eatery,Mexican,Sao Paulo,Brazil,BR,80,Medio,1,1,1,1,1,2,DebitCard,2,Cancelled,0,1,74.4,13.56,18.5,60.0,1.25,2.78,1
30248,30248,20250201,2025-02-01,1,Saturday,1,5,2,February,1,2025,2025-02,2440,2441,Cliente_002441,0703DAD099247E86244894E47A3086A8A507D848E0ED9F02D452235D20A3E2FE,New York,United States,US,2026-08-11,VIP,DebitCard,1,247,248,New York Seoul Corner,Korean,New York,United States,US,84,Alto,1,1,0,1,1,3,Wallet,1,Delivered,1,0,131.88,5.9,5.2,38.0,1.5,4.26,0
30249,30249,20260109,2026-01-09,9,Friday,0,2,1,January,1,2026,2026-01,897,898,Cliente_000898,2FA226BFC8D8BC2C5961D602DA1A369FD4E1F7BB47A0902375384F8E89145936,Sao Paulo,Brazil,BR,2026-05-28,Recurrente,Cash,0,248,249,Tokyo Route 66 Place,American,Tokyo,Japan,JP,74,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,108.04,11.31,14.9,59.0,1.25,2.55,1
30250,30250,20260606,2026-06-06,6,Saturday,1,23,6,June,2,2026,2026-06,2412,2413,Cliente_002413,5F63E0A0A2E40D7133560977E1EA6D9AE3999FE04CB2A0A8AD82A941FC54B7B1,New York,United States,US,2025-02-12,VIP,Wallet,0,249,250,New York Chateau House,French,New York,United States,US,57,Alto,0,1,1,1,1,3,Wallet,1,Delivered,1,0,85.5,4.7,3.6,47.0,1.5,2.9,1
30251,30251,20260308,2026-03-08,8,Sunday,1,11,3,March,1,2026,2026-03,5971,5972,Cliente_005972,5096B7138DEA5DAAEC85A957AD13D53A4E8106048CA606C4D81EE3BC7DF11284,Mumbai,India,IN,2026-04-18,Recurrente,CreditCard,1,250,251,London Koi Cafe,Japanese,London,United Kingdom,GB,112,Alto,1,1,1,1,1,3,Wallet,2,Cancelled,0,1,60.48,9.8,15.6,52.0,1.0,3.29,1
30252,30252,20260715,2026-07-15,15,Wednesday,0,29,7,July,3,2026,2026-07,2873,2874,Cliente_002874,B1DC4961B14B4A154BB45061A86D5489F21581959623946AC41970AC5C48444B,Hyderabad,India,IN,2024-06-27,VIP,Cash,1,251,252,Hyderabad Siam Kitchen,Thai,Hyderabad,India,IN,133,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,61.18,9.5,12.0,65.0,1.25,3.39,1
30253,30253,20251124,2025-11-24,24,Monday,0,48,11,November,4,2025,2025-11,5870,5871,Cliente_005871,56046F13BF9903EF854591ACEB68916EB2929135B35D10D37A772791568D83E5,Mumbai,India,IN,2026-08-25,VIP,Cash,1,252,253,London Nonna Table,Italian,London,United Kingdom,GB,105,Bajo,0,1,1,1,0,1,CreditCard,1,Delivered,1,0,112.35,8.2,12.4,51.0,1.0,2.65,1
30254,30254,20260610,2026-06-10,10,Wednesday,0,24,6,June,2,2026,2026-06,847,848,Cliente_000848,7CD93476ECFC72C7003683960F9210050AF034ADFC2B9153B6B7A50E21467EB6,Sao Paulo,Brazil,BR,2024-11-27,VIP,CreditCard,1,253,254,Delhi Cedar Kitchen & Bar,Mediterranean,Delhi,India,IN,51,Alto,1,1,0,1,1,4,Cash,1,Delivered,1,0,23.97,4.9,5.8,47.0,1.0,3.43,1
30255,30255,20260509,2026-05-09,9,Saturday,1,19,5,May,2,2026,2026-05,3215,3216,Cliente_003216,626D2871F01D9FCD38C3B77088A30A3D53833C00200E1A869E1464CC01040D57,Chennai,India,IN,2023-10-11,Recurrente,Cash,1,254,255,Delhi Casbah Grill,Middle Eastern,Delhi,India,IN,80,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,74.4,8.31,10.1,57.0,1.25,2.86,1
30256,30256,20250422,2025-04-22,22,Tuesday,0,17,4,April,2,2025,2025-04,241,242,Cliente_000242,7003E7B75DAEB89ECBF263CE00F23F6A494A430D24C1A04EE727F109E146E1B0,Tokyo,Japan,JP,2026-06-16,Recurrente,Cash,1,255,256,Tokyo Golden Dragon Garden,Chinese,Tokyo,Japan,JP,91,Medio,1,1,1,1,1,3,Wallet,1,Delivered,1,0,98.28,6.2,5.6,47.0,1.5,3.05,1
30257,30257,20260222,2026-02-22,22,Sunday,1,9,2,February,1,2026,2026-02,3677,3678,Cliente_003678,CB51CB8AF8F4FF1EAD0E4DD09C311639E3654B3013AB16F43979BF19AB1614B2,Rio de Janeiro,Brazil,BR,2024-04-22,VIP,CreditCard,1,256,257,Rio de Janeiro Saigon Bistro,Vietnamese,Rio de Janeiro,Brazil,BR,126,Alto,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,64.26,10.7,11.6,58.0,1.5,2.74,1
30258,30258,20250729,2025-07-29,29,Tuesday,0,31,7,July,3,2025,2025-07,1330,1331,Cliente_001331,F5CC6189524FD76EEBEBFA6C5C409F3969DB017AC4577D29596B1D730E1E663D,Mumbai,India,IN,2025-04-04,VIP,Cash,1,257,258,Mumbai Copacabana Diner,Brazilian,Mumbai,India,IN,99,Alto,1,0,0,1,1,4,Cash,1,Delivered,1,0,130.68,5.0,4.8,38.0,1.25,4.56,0
30259,30259,20250514,2025-05-14,14,Wednesday,0,20,5,May,2,2025,2025-05,1651,1652,Cliente_001652,3D09BC28E1122F64768F65F7B7C177E747EB410E4737958F2D893D5389E5686A,Yokohama,Japan,JP,2026-04-07,VIP,Cash,1,258,259,Yokohama Ibiza Eatery,Spanish,Yokohama,Japan,JP,107,Alto,1,1,0,1,1,3,Wallet,1,Delivered,1,0,144.45,6.63,7.4,39.0,1.25,4.13,0
30260,30260,20260603,2026-06-03,3,Wednesday,0,23,6,June,2,2026,2026-06,5073,5074,Cliente_005074,6444ECE5293E0D149A11F558A864824AFCF3991613CF735A11F6837E3F1F4D45,Birmingham,United Kingdom,GB,2025-03-20,VIP,Cash,1,259,260,Birmingham Curry Leaf Corner,Indian,Birmingham,United Kingdom,GB,36,Medio,1,1,1,0,1,3,Wallet,1,Delivered,1,0,48.24,8.5,10.4,51.0,1.25,3.16,1
30261,30261,20260128,2026-01-28,28,Wednesday,0,5,1,January,1,2026,2026-01,5484,5485,Cliente_005485,F2741EE892E4EE892F01141080F45C7BF161A178A37A29D5BFBBE9E67E5ADC99,London,United Kingdom,GB,2026-03-04,VIP,DebitCard,1,260,261,London Meze Place,Greek,London,United Kingdom,GB,111,Medio,1,1,0,1,1,3,Wallet,1,Delivered,1,0,118.77,8.9,13.8,52.0,1.0,2.74,1
