cambio_precio_key,fecha_key,fecha,mes,nombre_mes,trimestre,anio,anio_mes,item_menu_key,item_menu_id,nombre_item,categoria_item,cocina_item,disponible_item,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,precio_anterior,precio_nuevo,monto_cambio,porcentaje_cambio
23400,20260620,2026-06-20,6,June,2,2026,2026-06,11699,11700,Baklava,Beverage,Middle Eastern,1,1169,1170,New York Bazaar Diner,Middle Eastern,New York,United States,32.8,35.27,2.47,7.53
23401,20241003,2024-10-03,10,October,4,2024,2024-10,11700,11701,Kung Pao Chicken,Main Course,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,16.68,18.51,1.83,10.97
23402,20260608,2026-06-08,6,June,2,2026,2026-06,11700,11701,Kung Pao Chicken,Main Course,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,18.51,20.34,1.83,9.89
23403,20241202,2024-12-02,12,December,4,2024,2024-12,11701,11702,Sweet and Sour Pork,Main Course,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,16.48,18.92,2.44,14.81
23404,20260729,2026-07-29,7,July,3,2026,2026-07,11701,11702,Sweet and Sour Pork,Main Course,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,18.92,20.34,1.42,7.51
23405,20241207,2024-12-07,12,December,4,2024,2024-12,11702,11703,Fried Rice,Specialty,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,27.03,30.57,3.54,13.1
23406,20251115,2025-11-15,11,November,4,2025,2025-11,11702,11703,Fried Rice,Specialty,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,30.57,32.18,1.61,5.27
23407,20240910,2024-09-10,9,September,3,2024,2024-09,11703,11704,Chow Mein,Specialty,Chinese,0,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,21.93,23.5,1.57,7.16
23408,20251106,2025-11-06,11,November,4,2025,2025-11,11703,11704,Chow Mein,Specialty,Chinese,0,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,23.5,26.11,2.61,11.11
23409,20240829,2024-08-29,8,August,3,2024,2024-08,11704,11705,Steamed Dumplings,Dessert,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,25.84,29.92,4.08,15.79
23410,20260217,2026-02-17,2,February,1,2026,2026-02,11704,11705,Steamed Dumplings,Dessert,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,29.92,34.0,4.08,13.64
23411,20250607,2025-06-07,6,June,2,2025,2025-06,11705,11706,Mapo Tofu,Dessert,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,30.85,33.06,2.21,7.16
23412,20260406,2026-04-06,4,April,2,2026,2026-04,11705,11706,Mapo Tofu,Dessert,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,33.06,36.73,3.67,11.1
23413,20250220,2025-02-20,2,February,1,2025,2025-02,11706,11707,Peking Duck,Side Dish,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,15.16,18.26,3.1,20.45
23414,20251114,2025-11-14,11,November,4,2025,2025-11,11706,11707,Peking Duck,Side Dish,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,18.26,19.43,1.17,6.41
23415,20241111,2024-11-11,11,November,4,2024,2024-11,11707,11708,Hot and Sour Soup,Side Dish,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,20.62,21.58,0.96,4.66
23416,20251001,2025-10-01,10,October,4,2025,2025-10,11707,11708,Hot and Sour Soup,Side Dish,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,21.58,23.98,2.4,11.12
23417,20250418,2025-04-18,4,April,2,2025,2025-04,11708,11709,Spring Rolls,Beverage,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,20.34,23.24,2.9,14.26
23418,20250921,2025-09-21,9,September,3,2025,2025-09,11708,11709,Spring Rolls,Beverage,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,23.24,26.41,3.17,13.64
23419,20240916,2024-09-16,9,September,3,2024,2024-09,11709,11710,General Tso Chicken,Beverage,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,19.9,22.3,2.4,12.06
23420,20260629,2026-06-29,6,June,2,2026,2026-06,11709,11710,General Tso Chicken,Beverage,Chinese,1,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,22.3,23.98,1.68,7.53
23421,20241009,2024-10-09,10,October,4,2024,2024-10,11710,11711,Pho Bo,Main Course,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.08,32.44,0.36,1.12
23422,20260604,2026-06-04,6,June,2,2026,2026-06,11710,11711,Pho Bo,Main Course,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.44,36.45,4.01,12.36
23423,20241114,2024-11-14,11,November,4,2024,2024-11,11711,11712,Banh Mi,Main Course,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,22.51,24.43,1.92,8.53
23424,20260406,2026-04-06,4,April,2,2026,2026-04,11711,11712,Banh Mi,Main Course,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,24.43,27.45,3.02,12.36
23425,20250731,2025-07-31,7,July,3,2025,2025-07,11712,11713,Fresh Spring Rolls,Specialty,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.22,39.76,7.54,23.4
23426,20260207,2026-02-07,2,February,1,2026,2026-02,11712,11713,Fresh Spring Rolls,Specialty,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,39.76,41.85,2.09,5.26
23427,20241112,2024-11-12,11,November,4,2024,2024-11,11713,11714,Bun Cha,Specialty,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,51.08,52.25,1.17,2.29
23428,20251126,2025-11-26,11,November,4,2025,2025-11,11713,11714,Bun Cha,Specialty,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,52.25,58.05,5.8,11.1
23429,20250621,2025-06-21,6,June,2,2025,2025-06,11714,11715,Vietnamese Iced Coffee,Dessert,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.81,32.08,-0.73,-2.22
23430,20260620,2026-06-20,6,June,2,2026,2026-06,11714,11715,Vietnamese Iced Coffee,Dessert,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.08,36.45,4.37,13.62
23431,20250418,2025-04-18,4,April,2,2025,2025-04,11715,11716,Grilled Lemongrass Pork,Dessert,Vietnamese,0,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,46.73,50.45,3.72,7.96
23432,20260628,2026-06-28,6,June,2,2026,2026-06,11715,11716,Grilled Lemongrass Pork,Dessert,Vietnamese,0,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,50.45,53.1,2.65,5.25
23433,20250513,2025-05-13,5,May,2,2025,2025-05,11716,11717,Vermicelli Bowl,Side Dish,Vietnamese,0,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.15,38.92,6.77,21.06
23434,20260318,2026-03-18,3,March,1,2026,2026-03,11716,11717,Vermicelli Bowl,Side Dish,Vietnamese,0,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,38.92,42.3,3.38,8.68
23435,20250520,2025-05-20,5,May,2,2025,2025-05,11717,11718,Vietnamese Pancake,Side Dish,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,46.98,48.6,1.62,3.45
23436,20260210,2026-02-10,2,February,1,2026,2026-02,11717,11718,Vietnamese Pancake,Side Dish,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,48.6,54.0,5.4,11.11
23437,20250226,2025-02-26,2,February,1,2025,2025-02,11718,11719,Egg Coffee,Beverage,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,30.04,32.06,2.02,6.72
23438,20260516,2026-05-16,5,May,2,2026,2026-05,11718,11719,Egg Coffee,Beverage,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,32.06,33.75,1.69,5.27
23439,20250117,2025-01-17,1,January,1,2025,2025-01,11719,11720,Green Papaya Salad,Beverage,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,52.65,54.99,2.34,4.44
23440,20251017,2025-10-17,10,October,4,2025,2025-10,11719,11720,Green Papaya Salad,Beverage,Vietnamese,1,1171,1172,New York Rice Paper Corner,Vietnamese,New York,United States,54.99,58.5,3.51,6.38
23441,20240927,2024-09-27,9,September,3,2024,2024-09,11720,11721,Feijoada,Main Course,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,9.29,10.86,1.57,16.9
23442,20260108,2026-01-08,1,January,1,2026,2026-01,11720,11721,Feijoada,Main Course,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,10.86,12.07,1.21,11.14
23443,20250214,2025-02-14,2,February,1,2025,2025-02,11721,11722,Picanha Steak,Main Course,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,13.06,13.79,0.73,5.59
23444,20260711,2026-07-11,7,July,3,2026,2026-07,11721,11722,Picanha Steak,Main Course,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,13.79,14.67,0.88,6.38
23445,20250308,2025-03-08,3,March,1,2025,2025-03,11722,11723,Coxinha,Specialty,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,10.48,11.37,0.89,8.49
23446,20260728,2026-07-28,7,July,3,2026,2026-07,11722,11723,Coxinha,Specialty,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,11.37,12.63,1.26,11.08
23447,20240923,2024-09-23,9,September,3,2024,2024-09,11723,11724,Pao de Queijo,Specialty,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,14.77,18.11,3.34,22.61
23448,20260706,2026-07-06,7,July,3,2026,2026-07,11723,11724,Pao de Queijo,Specialty,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,18.11,19.69,1.58,8.72
23449,20250119,2025-01-19,1,January,1,2025,2025-01,11724,11725,Moqueca,Dessert,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,15.38,15.04,-0.34,-2.21
23450,20251103,2025-11-03,11,November,4,2025,2025-11,11724,11725,Moqueca,Dessert,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,15.04,17.09,2.05,13.63
23451,20250727,2025-07-27,7,July,3,2025,2025-07,11725,11726,Brigadeiro,Dessert,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,17.37,19.2,1.83,10.54
23452,20260110,2026-01-10,1,January,1,2026,2026-01,11725,11726,Brigadeiro,Dessert,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,19.2,20.43,1.23,6.41
23453,20241111,2024-11-11,11,November,4,2024,2024-11,11726,11727,Farofa,Side Dish,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,19.5,19.72,0.22,1.13
23454,20260623,2026-06-23,6,June,2,2026,2026-06,11726,11727,Farofa,Side Dish,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,19.72,21.91,2.19,11.11
23455,20250730,2025-07-30,7,July,3,2025,2025-07,11727,11728,Mixed Churrasco,Side Dish,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,13.26,14.21,0.95,7.16
23456,20260103,2026-01-03,1,January,1,2026,2026-01,11727,11728,Mixed Churrasco,Side Dish,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,14.21,15.97,1.76,12.39
23457,20250416,2025-04-16,4,April,2,2025,2025-04,11728,11729,Acai Bowl,Beverage,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,11.87,14.64,2.77,23.34
23458,20260814,2026-08-14,8,August,3,2026,2026-08,11728,11729,Acai Bowl,Beverage,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,14.64,15.41,0.77,5.26
23459,20250629,2025-06-29,6,June,2,2025,2025-06,11729,11730,Passion Fruit Mousse,Beverage,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,18.51,19.55,1.04,5.62
23460,20260131,2026-01-31,1,January,1,2026,2026-01,11729,11730,Passion Fruit Mousse,Beverage,Brazilian,1,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,19.55,20.8,1.25,6.39
23461,20250105,2025-01-05,1,January,1,2025,2025-01,11730,11731,Seafood Paella,Main Course,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,33.2,38.45,5.25,15.81
23462,20260617,2026-06-17,6,June,2,2026,2026-06,11730,11731,Seafood Paella,Main Course,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,38.45,43.69,5.24,13.63
23463,20250801,2025-08-01,8,August,3,2025,2025-08,11731,11732,Patatas Bravas,Main Course,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,20.98,22.16,1.18,5.62
23464,20260501,2026-05-01,5,May,2,2026,2026-05,11731,11732,Patatas Bravas,Main Course,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,22.16,23.57,1.41,6.36
23465,20241001,2024-10-01,10,October,4,2024,2024-10,11732,11733,Gazpacho,Specialty,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,30.41,32.64,2.23,7.33
23466,20260420,2026-04-20,4,April,2,2026,2026-04,11732,11733,Gazpacho,Specialty,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,32.64,37.09,4.45,13.63
23467,20240907,2024-09-07,9,September,3,2024,2024-09,11733,11734,Tortilla Espanola,Specialty,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,28.65,29.98,1.33,4.64
23468,20260514,2026-05-14,5,May,2,2026,2026-05,11733,11734,Tortilla Espanola,Specialty,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,29.98,33.31,3.33,11.11
23469,20250117,2025-01-17,1,January,1,2025,2025-01,11734,11735,Jamon Croquetas,Dessert,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,16.64,19.38,2.74,16.47
23470,20260327,2026-03-27,3,March,1,2026,2026-03,11734,11735,Jamon Croquetas,Dessert,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,19.38,21.06,1.68,8.67
23471,20250103,2025-01-03,1,January,1,2025,2025-01,11735,11736,Grilled Octopus,Dessert,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,15.2,17.54,2.34,15.39
23472,20251201,2025-12-01,12,December,4,2025,2025-12,11735,11736,Grilled Octopus,Dessert,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,17.54,19.49,1.95,11.12
23473,20250504,2025-05-04,5,May,2,2025,2025-05,11736,11737,Spanish Meatballs,Side Dish,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,22.15,22.91,0.76,3.43
23474,20260412,2026-04-12,4,April,2,2026,2026-04,11736,11737,Spanish Meatballs,Side Dish,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,22.91,25.46,2.55,11.13
23475,20250120,2025-01-20,1,January,1,2025,2025-01,11737,11738,Pan con Tomate,Side Dish,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,34.02,35.57,1.55,4.56
23476,20260518,2026-05-18,5,May,2,2026,2026-05,11737,11738,Pan con Tomate,Side Dish,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,35.57,38.66,3.09,8.69
23477,20250518,2025-05-18,5,May,2,2025,2025-05,11738,11739,Churros con Chocolate,Beverage,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,24.49,27.17,2.68,10.94
23478,20260808,2026-08-08,8,August,3,2026,2026-08,11738,11739,Churros con Chocolate,Beverage,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,27.17,29.86,2.69,9.9
23479,20241209,2024-12-09,12,December,4,2024,2024-12,11739,11740,Sangria Mocktail,Beverage,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,22.21,26.01,3.8,17.11
23480,20251007,2025-10-07,10,October,4,2025,2025-10,11739,11740,Sangria Mocktail,Beverage,Spanish,1,1173,1174,Hyderabad Barcelona House,Spanish,Hyderabad,India,26.01,29.23,3.22,12.38
23481,20250108,2025-01-08,1,January,1,2025,2025-01,11740,11741,Butter Chicken,Main Course,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,12.85,14.08,1.23,9.57
23482,20260315,2026-03-15,3,March,1,2026,2026-03,11740,11741,Butter Chicken,Main Course,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,14.08,15.3,1.22,8.66
23483,20240827,2024-08-27,8,August,3,2024,2024-08,11741,11742,Chicken Tikka Masala,Main Course,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,12.55,13.46,0.91,7.25
23484,20251005,2025-10-05,10,October,4,2025,2025-10,11741,11742,Chicken Tikka Masala,Main Course,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,13.46,15.3,1.84,13.67
23485,20250410,2025-04-10,4,April,2,2025,2025-04,11742,11743,Lamb Biryani,Specialty,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,12.68,13.4,0.72,5.68
23486,20251104,2025-11-04,11,November,4,2025,2025-11,11742,11743,Lamb Biryani,Specialty,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,13.4,14.57,1.17,8.73
23487,20250502,2025-05-02,5,May,2,2025,2025-05,11743,11744,Palak Paneer,Specialty,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,14.14,16.43,2.29,16.2
23488,20251125,2025-11-25,11,November,4,2025,2025-11,11743,11744,Palak Paneer,Specialty,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,16.43,17.67,1.24,7.55
23489,20250111,2025-01-11,1,January,1,2025,2025-01,11744,11745,Vegetable Samosas,Dessert,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,15.98,16.35,0.37,2.32
23490,20260204,2026-02-04,2,February,1,2026,2026-02,11744,11745,Vegetable Samosas,Dessert,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,16.35,18.58,2.23,13.64
23491,20250818,2025-08-18,8,August,3,2025,2025-08,11745,11746,Garlic Naan,Dessert,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,15.44,18.32,2.88,18.65
23492,20260331,2026-03-31,3,March,1,2026,2026-03,11745,11746,Garlic Naan,Dessert,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,18.32,20.58,2.26,12.34
23493,20250609,2025-06-09,6,June,2,2025,2025-06,11746,11747,Chana Masala,Side Dish,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,16.22,18.34,2.12,13.07
23494,20260209,2026-02-09,2,February,1,2026,2026-02,11746,11747,Chana Masala,Side Dish,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,18.34,19.31,0.97,5.29
23495,20241209,2024-12-09,12,December,4,2024,2024-12,11747,11748,Tandoori Chicken,Side Dish,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,17.54,18.16,0.62,3.53
23496,20260823,2026-08-23,8,August,3,2026,2026-08,11747,11748,Tandoori Chicken,Side Dish,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,18.16,20.4,2.24,12.33
23497,20250803,2025-08-03,8,August,3,2025,2025-08,11748,11749,Dal Makhani,Beverage,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,17.12,19.02,1.9,11.1
23498,20260623,2026-06-23,6,June,2,2026,2026-06,11748,11749,Dal Makhani,Beverage,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,19.02,21.13,2.11,11.09
23499,20240910,2024-09-10,9,September,3,2024,2024-09,11749,11750,Mango Lassi,Beverage,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,16.99,17.96,0.97,5.71
23500,20260418,2026-04-18,4,April,2,2026,2026-04,11749,11750,Mango Lassi,Beverage,Indian,1,1174,1175,Nagoya Namaste Cafe,Indian,Nagoya,Japan,17.96,19.31,1.35,7.52
23501,20250426,2025-04-26,4,April,2,2025,2025-04,11750,11751,Moussaka,Main Course,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,55.58,58.67,3.09,5.56
23502,20251225,2025-12-25,12,December,4,2025,2025-12,11750,11751,Moussaka,Main Course,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,58.67,61.76,3.09,5.27
23503,20250803,2025-08-03,8,August,3,2025,2025-08,11751,11752,Chicken Souvlaki,Main Course,Greek,0,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,35.0,38.99,3.99,11.4
23504,20260217,2026-02-17,2,February,1,2026,2026-02,11751,11752,Chicken Souvlaki,Main Course,Greek,0,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,38.99,44.31,5.32,13.64
23505,20250622,2025-06-22,6,June,2,2025,2025-06,11752,11753,Greek Salad,Specialty,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,30.01,32.8,2.79,9.3
23506,20260101,2026-01-01,1,January,1,2026,2026-01,11752,11753,Greek Salad,Specialty,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,32.8,34.89,2.09,6.37
23507,20241126,2024-11-26,11,November,4,2024,2024-11,11753,11754,Spanakopita,Specialty,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,48.08,50.91,2.83,5.89
23508,20260729,2026-07-29,7,July,3,2026,2026-07,11753,11754,Spanakopita,Specialty,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,50.91,56.57,5.66,11.12
23509,20250112,2025-01-12,1,January,1,2025,2025-01,11754,11755,Gyro Plate,Dessert,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,51.49,53.88,2.39,4.64
23510,20260820,2026-08-20,8,August,3,2026,2026-08,11754,11755,Gyro Plate,Dessert,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,53.88,59.87,5.99,11.12
23511,20250525,2025-05-25,5,May,2,2025,2025-05,11755,11756,Tzatziki with Pita,Dessert,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,25.1,31.13,6.03,24.02
23512,20251212,2025-12-12,12,December,4,2025,2025-12,11755,11756,Tzatziki with Pita,Dessert,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,31.13,33.47,2.34,7.52
23513,20241213,2024-12-13,12,December,4,2024,2024-12,11756,11757,Dolmades,Side Dish,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,52.5,54.35,1.85,3.52
23514,20260305,2026-03-05,3,March,1,2026,2026-03,11756,11757,Dolmades,Side Dish,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,54.35,61.76,7.41,13.63
23515,20250101,2025-01-01,1,January,1,2025,2025-01,11757,11758,Pastitsio,Side Dish,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,34.37,35.9,1.53,4.45
23516,20260427,2026-04-27,4,April,2,2026,2026-04,11757,11758,Pastitsio,Side Dish,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,35.9,38.19,2.29,6.38
23517,20241222,2024-12-22,12,December,4,2024,2024-12,11758,11759,Greek Lemon Chicken,Beverage,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,29.4,33.4,4.0,13.61
23518,20260602,2026-06-02,6,June,2,2026,2026-06,11758,11759,Greek Lemon Chicken,Beverage,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,33.4,36.3,2.9,8.68
23519,20241003,2024-10-03,10,October,4,2024,2024-10,11759,11760,Baklava,Beverage,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,41.86,47.62,5.76,13.76
23520,20260620,2026-06-20,6,June,2,2026,2026-06,11759,11760,Baklava,Beverage,Greek,1,1175,1176,Fortaleza Acropolis Kitchen,Greek,Fortaleza,Brazil,47.62,52.33,4.71,9.89
23521,20250120,2025-01-20,1,January,1,2025,2025-01,11760,11761,Tacos al Pastor,Main Course,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,43.35,45.35,2.0,4.61
23522,20260724,2026-07-24,7,July,3,2026,2026-07,11760,11761,Tacos al Pastor,Main Course,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,45.35,49.83,4.48,9.88
23523,20250527,2025-05-27,5,May,2,2025,2025-05,11761,11762,Chicken Burrito,Main Course,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,30.48,31.54,1.06,3.48
23524,20260703,2026-07-03,7,July,3,2026,2026-07,11761,11762,Chicken Burrito,Main Course,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,31.54,35.04,3.5,11.1
23525,20250801,2025-08-01,8,August,3,2025,2025-08,11762,11763,Beef Enchiladas,Specialty,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,25.99,30.49,4.5,17.31
23526,20250928,2025-09-28,9,September,3,2025,2025-09,11762,11763,Beef Enchiladas,Specialty,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,30.49,34.65,4.16,13.64
23527,20250815,2025-08-15,8,August,3,2025,2025-08,11763,11764,Cheese Quesadilla,Specialty,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,25.2,27.93,2.73,10.83
23528,20251005,2025-10-05,10,October,4,2025,2025-10,11763,11764,Cheese Quesadilla,Specialty,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,27.93,30.36,2.43,8.7
23529,20250510,2025-05-10,5,May,2,2025,2025-05,11764,11765,Guacamole with Chips,Dessert,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,28.79,31.16,2.37,8.23
23530,20260307,2026-03-07,3,March,1,2026,2026-03,11764,11765,Guacamole with Chips,Dessert,Mexican,1,1176,1177,Sao Paulo Azteca Table,Mexican,Sao Paulo,Brazil,31.16,33.87,2.71,8.7
